City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
274,gushikawa,26.3544,127.8686,296.72,64,75,9.77,JP,1674356552
275,rio grande,-32.035,-52.0986,296.23,91,100,4.32,BR,1674356552
276,quatre cocos,-20.2078,57.7625,298.76,81,86,3.03,MU,1674356553
277,luklukan,14.3254,122.7124,298.56,88,79,5.78,PH,1674356554
278,san ignacio,17.1561,-89.0714,295.23,94,0,2.06,BZ,1674356554
279,sawtell,-30.3833,153.1,297.16,69,100,3.6,AU,1674356555
280,didsbury,53.417,-2.2315,274.02,86,97,2.06,GB,1674356556
281,teahupoo,-17.8333,-149.2667,299.13,70,100,0.5,PF,1674356556
282,santiago,-33.4569,-70.6483,296.62,44,0,1.53,CL,1674356486
283,mersing,2.4312,103.8405,299.52,83,81,2.96,MY,1674356558
284,gibara,21.1097,-76.1317,295.77,82,2,4.57,CU,1674356558
285,sale,34.0389,-6.8166,285.79,100,75,0.0,MA,1674356502
286,ishigaki,24.3448,124.1572,295.61,76,46,8.82,JP,1674356559
287,kot samaba,28.5522,70.4684,284.31,47,1,3.16,PK,1674356560
288,touros,-5.1989,-35.4608,299.43,80,3,4.79,BR,1674356378
289,castle rock,39.3722,-104.8561,268.14,85,96,1.79,US,1674356312
290,banska stiavnica,48.4486,18.91,269.89,88,98,1.98,SK,1674356562
291,talnakh,69.4865,88.3972,253.82,65,100,6.66,RU,1674356563
292,sibolga,1.7427,98.7792,301.28,68,98,0.76,ID,1674356564
293,gat,31.61,34.7642,287.26,77,0,1.17,IL,1674356564
294,tahta,26.7693,31.5021,283.55,57,0,3.58,EG,1674356566
295,arusha,-3.3667,36.6833,290.84,63,100,1.27,TZ,1674356566
296,gisborne,-38.6533,178.0042,294.71,75,94,2.6,NZ,1674356567
297,garowe,8.4054,48.4845,291.0,74,65,3.9,SO,1674356568
298,lavrentiya,65.5833,-171.0,241.93,93,20,2.29,RU,1674356410
299,santa clara,22.4,-79.9667,294.96,94,20,2.06,CU,1674356569
300,palana,59.1167,159.9667,249.63,96,100,2.91,RU,1674356569
301,visby,57.6409,18.296,273.74,86,100,5.14,SE,1674356570
302,makakilo city,21.3469,-158.0858,298.71,68,75,3.6,US,1674356474
303,porbandar,21.6422,69.6093,289.99,59,0,5.08,IN,1674356411
304,murwillumbah,-28.3167,153.4,300.92,66,75,5.14,AU,1674356571
305,hambantota,6.1241,81.1185,296.59,91,100,7.35,LK,1674356430
306,faanui,-16.4833,-151.75,300.39,64,100,1.97,PF,1674356573
307,san joaquin,37.9333,-121.3011,281.64,82,0,2.06,US,1674356573
308,alyangula,-13.8483,136.4192,304.39,61,60,7.42,AU,1674356574
309,salaga,8.5508,-0.5188,300.04,44,7,1.92,GH,1674356575
310,white rock,49.0164,-122.8026,277.39,98,100,2.68,CA,1674356291
311,batticaloa,7.7102,81.6924,296.57,91,100,2.9,LK,1674356576
312,provideniya,64.3833,-173.3,246.15,85,26,4.09,RU,1674356577
313,terrace,54.5163,-128.6035,270.39,96,47,0.51,CA,1674356434
314,dwarka,22.2394,68.9678,291.46,51,0,6.53,IN,1674356578
315,chokurdakh,70.6333,147.9167,233.69,100,99,3.07,RU,1674356578
316,natal,-5.795,-35.2094,299.51,83,20,2.57,BR,1674356579
317,am timan,11.0297,20.2827,295.76,21,94,3.06,TD,1674356580
318,progreso,21.2833,-89.6667,297.21,80,49,4.48,MX,1674356611
319,yar-sale,66.8333,70.8333,263.78,96,100,1.93,RU,1674356612
320,maniitsoq,65.4167,-52.9,259.73,95,100,11.86,GL,1674356613
321,beira,-19.8436,34.8389,298.2,100,40,1.54,MZ,1674356614
322,otradnoye,59.7775,30.8181,270.18,97,84,2.38,RU,1674356426
323,carutapera,-1.195,-46.02,297.34,92,97,2.46,BR,1674356615
324,omsukchan,62.5333,155.8,235.93,100,97,2.73,RU,1674356616
325,kieta,-6.2167,155.6333,303.02,63,100,1.95,PG,1674356617
326,komsomolskiy,40.4272,71.7189,264.55,79,99,2.06,UZ,1674356617
327,klaksvik,62.2266,-6.589,281.66,91,100,9.89,FO,1674356618
328,sabang,5.8933,95.3214,299.86,77,76,6.67,ID,1674356619
329,dunedin,-45.8742,170.5036,290.26,71,100,1.79,NZ,1674356620
330,ust-ilimsk,58.0006,102.6619,234.85,95,69,1.14,RU,1674356620
331,bergerac,44.8333,0.5,272.52,86,0,3.09,FR,1674356621
332,novooleksiyivka,46.2269,34.6428,274.65,93,0,4.52,UA,1674356622
333,yumen,40.2833,97.2,262.08,83,100,9.04,CN,1674356622
334,tabou,4.423,-7.3528,298.9,85,100,3.54,CI,1674356623
335,el fuerte,26.4189,-108.6194,288.64,37,0,1.69,MX,1674356624
336,biltine,14.5333,20.9167,294.07,21,1,2.38,TD,1674356625
337,chissamba,-12.1667,17.3333,290.68,71,100,2.55,AO,1674356625
338,naze,28.3667,129.4833,289.65,70,100,6.46,JP,1674356626
339,trincomalee,8.5711,81.2335,298.87,76,100,5.43,LK,1674356627
340,sao simao,-21.4792,-47.5508,294.4,99,100,1.25,BR,1674356628
341,arenapolis,-14.4503,-56.8461,295.61,94,97,1.89,BR,1674356628
342,lasa,46.6166,10.7002,266.33,89,100,2.55,IT,1674356629
343,meulaboh,4.1363,96.1285,299.85,72,99,1.07,ID,1674356629
344,orcopampa,-15.2661,-72.3417,279.68,94,100,0.78,PE,1674356630
345,hasaki,35.7333,140.8333,280.53,66,100,3.3,JP,1674356451
346,ngunguru,-35.6167,174.5,293.82,73,31,1.97,NZ,1674356631
347,santa fe,-31.6333,-60.7,300.37,76,0,0.89,AR,1674356632
348,tamiahua,21.2667,-97.45,294.72,95,3,2.9,MX,1674356632
349,marawi,7.9986,124.2928,294.25,91,100,1.69,PH,1674356633
350,portland,45.5234,-122.6762,279.6,89,88,2.68,US,1674356079
351,mount isa,-20.7333,139.5,308.02,15,68,3.6,AU,1674356634
352,zarautz,43.2844,-2.1699,275.4,73,8,1.95,ES,1674356635
353,sahuaripa,29.05,-109.2333,284.33,32,0,0.75,MX,1674356636
354,mareeba,-17.0,145.4333,302.28,72,61,3.38,AU,1674356636
355,hofn,64.2539,-15.2082,277.87,90,100,12.6,IS,1674356637
356,khatanga,71.9667,102.5,234.88,87,39,1.22,RU,1674356638
357,astana,51.1801,71.446,251.12,77,0,2.0,KZ,1674356604
358,salobrena,36.7428,-3.5872,285.08,70,53,1.64,ES,1674356639
359,barranca,-10.75,-77.7667,294.45,79,100,2.65,PE,1674356640
360,lukulu,-14.3707,23.242,291.23,98,100,2.8,ZM,1674356641
361,hohhot,40.8106,111.6522,262.72,65,76,0.98,CN,1674356641
362,sola,-13.8833,167.55,301.25,71,100,2.76,VU,1674356672
363,chapais,49.7834,-74.8492,258.03,95,100,3.06,CA,1674356673
364,dalmeny,52.3334,-106.7679,264.66,92,43,2.96,CA,1674356430
365,guerrero negro,27.9769,-114.0611,288.6,44,0,2.62,MX,1674356674
366,yaan,7.3833,8.5667,297.64,25,99,2.28,NG,1674356675
367,inhambane,-23.865,35.3833,299.74,68,85,4.35,MZ,1674356675
368,bambanglipuro,-7.95,110.2833,301.85,70,27,3.38,ID,1674356676
369,magadan,59.5667,150.8,251.22,75,100,3.52,RU,1674356677
370,boende,-0.2167,20.8667,293.72,97,97,1.19,CD,1674356677
371,novobiryusinskiy,56.9578,97.7076,234.29,99,95,0.96,RU,1674356678
372,kambar,27.5868,68.001,284.24,33,0,2.86,PK,1674356679
373,geraldton,-28.7667,114.6,298.38,69,100,5.14,AU,1674356679
374,alice springs,-23.7,133.8833,304.9,40,13,4.63,AU,1674356636
375,krechevitsy,58.617,31.401,266.77,93,75,3.88,RU,1674356680
376,nicoya,10.1483,-85.452,296.03,74,36,2.56,CR,1674356442
377,avera,33.194,-82.5271,280.12,56,100,3.64,US,1674356681
378,zhanaozen,43.3,52.8,269.98,89,5,5.5,KZ,1674356682
379,san juan,-31.5375,-68.5364,303.22,22,7,5.08,AR,1674356460
380,veraval,20.9,70.3667,289.4,61,3,5.99,IN,1674356683
381,asyut,27.181,31.1837,283.26,64,0,2.86,EG,1674356684
382,healdsburg,38.6105,-122.8692,283.1,81,0,2.57,US,1674356685
383,karratha,-20.7377,116.8463,304.48,51,38,3.11,AU,1674356685
384,uruzgan,32.8333,66.0,270.5,72,94,1.76,AF,1674356686
385,marsa matruh,31.3525,27.2453,287.47,70,15,1.98,EG,1674356686
386,billings,45.7833,-108.5007,276.21,52,75,10.29,US,1674356567
387,panacan,9.2463,118.4082,300.96,74,100,6.26,PH,1674356687
388,luanda,-8.8368,13.2343,298.51,80,100,1.09,AO,1674356403
389,rosario,-32.9468,-60.6393,299.72,65,0,2.24,AR,1674356532
390,mount darwin,-16.7725,31.5838,291.8,95,100,0.76,ZW,1674356689
391,rabo de peixe,37.8,-25.5833,287.88,58,75,4.12,PT,1674356689
392,waipawa,-41.4122,175.5153,292.74,55,7,1.32,NZ,1674356690
393,alta,69.9689,23.2717,274.74,78,40,3.6,NO,1674356553
394,samarai,-10.6167,150.6667,301.65,72,97,1.77,PG,1674356691
395,shimoda,34.6667,138.95,279.32,61,100,3.98,JP,1674356692
396,pervomayskiy,53.2485,40.2871,267.36,88,100,4.16,RU,1674356692
397,nome,64.5011,-165.4064,242.19,76,0,1.54,US,1674356693
398,peniche,39.3558,-9.3811,285.13,92,5,7.39,PT,1674356693
399,noumea,-22.2763,166.4572,306.14,99,100,2.76,NC,1674356694
400,yanam,16.7333,82.2167,297.69,74,90,2.23,IN,1674356695
401,nacala,-14.5428,40.6728,296.49,90,100,5.16,MZ,1674356696
402,rumonge,-3.9736,29.4386,293.98,86,100,1.85,BI,1674356696
403,pitimbu,-7.4706,-34.8086,299.48,77,1,4.08,BR,1674356697
404,fare,-16.7,-151.0167,300.27,67,100,1.87,PF,1674356697
405,ketou,7.3633,2.5998,298.27,86,0,1.33,BJ,1674356698
406,peace river,56.2501,-117.286,276.78,84,100,5.68,CA,1674356431
407,verkhnetulomskiy,68.6073,31.7962,261.22,90,100,3.19,RU,1674356699
408,christchurch,-43.5333,172.6333,295.6,52,20,8.23,NZ,1674356730
409,batagay-alyta,67.8006,130.4114,242.12,80,100,1.19,RU,1674356731
410,rusape,-18.5278,32.1284,288.24,95,86,1.83,ZW,1674356731
411,tilichiki,60.4667,166.1,245.4,97,100,7.28,RU,1674356732
412,dawlatabad,36.4141,64.9053,270.26,87,100,1.24,AF,1674356733
413,santa rosalia,27.3167,-112.2833,284.5,55,0,4.21,MX,1674356733
414,sur,22.5667,59.5289,291.82,64,27,3.25,OM,1674356734
415,belawan,3.7755,98.6832,298.31,89,100,3.07,ID,1674356735
416,nautla,20.2167,-96.7833,295.46,93,1,3.3,MX,1674356735
417,deori khas,23.4,79.0167,292.34,55,14,1.11,IN,1674356736
418,rawson,-43.3002,-65.1023,295.21,52,98,3.72,AR,1674356472
419,blagoyevo,63.3667,47.9167,256.06,100,96,1.11,RU,1674356737
420,qinhuangdao,39.9317,119.5883,271.32,50,70,4.15,CN,1674356738
421,nizhnyaya salda,58.0776,60.7202,265.7,79,100,5.09,RU,1674356739
422,waingapu,-9.6567,120.2641,302.67,55,37,1.25,ID,1674356674
423,nishihara,26.1842,127.7558,296.75,62,75,10.8,JP,1674356740
424,rubiataba,-15.1644,-49.8033,293.28,93,100,0.94,BR,1674356740
425,kysyl-syr,63.8986,122.7617,231.24,99,97,2.32,RU,1674356741
426,acara,-1.9608,-48.1967,295.49,99,89,0.8,BR,1674356741
427,upington,-28.4478,21.2561,300.32,36,99,3.42,ZA,1674356742
428,marzuq,14.4,46.4667,285.31,53,0,0.83,YE,1674356743
429,katsina,12.9894,7.6006,293.19,19,26,3.81,NG,1674356743
430,isangel,-19.55,169.2667,304.21,74,75,3.09,VU,1674356744
431,santa ana huista,15.6833,-91.8167,292.94,68,8,2.05,GT,1674356745
432,adrar,20.5022,-10.0711,288.09,22,2,5.16,MR,1674356549
433,karlstad,59.3793,13.5036,267.46,93,100,0.51,SE,1674356746
434,lazaro cardenas,17.9583,-102.2,295.93,78,0,1.73,MX,1674356747
435,chhoti sadri,24.3833,74.7,286.76,53,0,0.48,IN,1674356748
436,ambunti,-4.2365,142.8448,303.27,64,100,0.26,PG,1674356749
437,yatou,37.15,122.3833,278.4,73,100,3.56,CN,1674356750
438,shingu,33.7333,135.9833,282.4,35,31,1.7,JP,1674356561
439,bocana de paiwas,12.7857,-85.1227,292.15,93,2,2.22,NI,1674356751
440,champerico,14.3,-91.9167,298.68,68,3,3.8,GT,1674356752
441,iralaya,15.0,-83.2333,297.39,84,16,4.52,HN,1674356752
442,padang,-0.9492,100.3543,300.18,75,100,1.05,ID,1674356753
443,cape canaveral,28.4058,-80.6048,294.82,81,20,3.09,US,1674356754
444,havoysund,70.9963,24.6622,272.28,85,100,8.54,NO,1674356754
445,forbes,-33.3833,148.0167,295.56,62,100,3.79,AU,1674356755
446,riachao das neves,-11.7461,-44.91,293.82,98,100,0.85,BR,1674356755
447,zyryanka,65.75,150.85,244.27,97,100,3.88,RU,1674356756
448,nizhniy kuranakh,58.8353,125.4869,234.47,93,100,1.01,RU,1674356757
449,port-cartier,50.0334,-66.8654,259.68,94,21,2.43,CA,1674356758
450,sheridan,44.8333,-106.9173,275.36,69,100,1.54,US,1674356759
451,erzin,36.9559,36.2,283.15,60,1,2.83,TR,1674356760
452,mindelo,16.8901,-24.9804,294.02,68,95,8.22,CV,1674356760
453,sfantu gheorghe,45.8667,25.7833,280.27,89,100,3.12,RO,1674356791
454,andijon,40.7821,72.3442,265.75,86,99,1.4,UZ,1674356792
455,kingaroy,-26.5333,151.8333,305.36,30,13,2.12,AU,1674356792
456,aksu,41.1231,80.2644,258.64,79,4,1.97,CN,1674356793
457,brownsville,25.9018,-97.4975,290.12,90,0,2.57,US,1674356794
458,kashi,39.4547,75.9797,260.24,59,46,1.88,CN,1674356794
459,aklavik,68.2191,-135.0107,248.15,97,100,3.04,CA,1674356795
460,bonavista,48.6499,-53.1147,272.43,95,100,14.6,CA,1674356796
461,moranbah,-22.0016,148.0466,303.46,45,0,4.22,AU,1674356796
462,algiers,36.7525,3.042,278.05,87,75,4.63,DZ,1674356737
463,tessalit,20.1986,1.0114,291.06,16,0,3.78,ML,1674356664
464,belmonte,-15.8631,-38.8828,298.75,84,100,3.39,BR,1674356798
465,namtsy,62.7161,129.6658,228.22,96,93,1.04,RU,1674356798
466,khorramshahr,30.4397,48.1664,283.12,65,100,0.85,IR,1674356799
467,petropavlovsk-kamchatskiy,53.0452,158.6483,254.48,55,0,4.0,RU,1674356594
468,beringovskiy,63.05,179.3167,253.34,98,100,6.03,RU,1674356801
469,muncar,-8.4333,114.3333,303.21,64,22,1.58,ID,1674356801
470,ormara,25.2088,64.6357,287.77,36,0,8.57,PK,1674356802
471,fagernes,60.9858,9.2324,256.32,84,6,1.05,NO,1674356803
472,lidkoping,58.5052,13.1577,269.49,96,18,0.51,SE,1674356803
473,ahipara,-35.1667,173.1667,296.43,64,1,3.78,NZ,1674356804
474,mehamn,71.0357,27.8492,274.12,75,40,9.77,NO,1674356804
475,apiai,-24.5094,-48.8425,290.27,96,100,1.13,BR,1674356805
476,belle fourche,44.6714,-103.8522,273.18,55,13,3.28,US,1674356806
477,cururupu,-1.8283,-44.8683,296.53,94,75,1.14,BR,1674356806
478,kosa,59.9445,54.9977,267.38,95,100,3.2,RU,1674356807
479,tuatapere,-46.1333,167.6833,287.02,85,93,4.05,NZ,1674356808
480,casablanca,33.5928,-7.6192,288.89,77,70,1.79,MA,1674356809
481,luau,-10.7073,22.2247,288.97,99,100,1.62,AO,1674356659
482,diffa,13.3154,12.6113,292.88,13,50,4.03,NE,1674356810
483,tsumeb,-19.2333,17.7167,292.48,85,70,1.01,NA,1674356811
484,ola,59.5833,151.2833,251.56,85,100,3.76,RU,1674356811
485,bridlington,54.0831,-0.1919,273.65,86,5,5.91,GB,1674356812
486,puerto escondido,15.85,-97.0667,298.61,78,0,2.57,MX,1674356813
487,taltal,-25.4,-70.4833,292.59,78,21,0.36,CL,1674356814
488,uruguaiana,-29.7547,-57.0883,296.11,83,0,1.54,BR,1674356613
489,virginia beach,36.8529,-75.978,278.72,64,75,0.0,US,1674356799
490,dzhebariki-khaya,62.2167,135.8,226.21,95,100,1.1,RU,1674356815
491,gohad,26.4261,78.4447,286.76,65,5,1.81,IN,1674356535
492,okha,53.5739,142.9478,255.69,84,100,11.02,RU,1674356816
493,abha,18.2164,42.5053,281.29,71,20,2.06,SA,1674356817
494,sibu,2.3,111.8167,301.82,79,84,0.31,MY,1674356818
495,anadyr,64.75,177.4833,242.59,74,100,2.49,RU,1674356819
496,rayagada,19.1667,83.4167,296.08,71,9,0.35,IN,1674356747
497,kushmurun,52.4503,64.6311,253.68,90,15,2.76,KZ,1674356820
498,kamaishi,39.2667,141.8833,274.63,41,38,3.29,JP,1674356820
499,jijiga,9.35,42.8,285.53,40,68,2.49,ET,1674356851
500,yueyang,29.3333,113.0919,279.96,80,100,3.2,CN,1674356852
501,bayan,46.0833,127.4,250.69,89,100,2.36,CN,1674356853
502,sulangan,11.1373,123.7228,299.71,79,94,5.92,PH,1674356853
503,changping,40.2186,116.2197,271.95,34,39,2.05,CN,1674356854
504,jiuquan,39.7432,98.5174,263.39,43,100,2.9,CN,1674356854
505,okhotsk,59.3833,143.3,251.47,76,100,6.29,RU,1674356855
506,olinda,-8.0089,-34.8553,300.0,74,40,3.09,BR,1674356640
507,san rafael,-34.6177,-68.3301,298.07,27,0,2.26,AR,1674356856
508,mpika,-11.8343,31.4529,288.86,99,100,1.89,ZM,1674356857
509,saint-pierre,-21.3393,55.4781,299.21,73,0,2.06,RE,1674356857
510,balkhash,46.844,74.9804,256.49,85,0,7.0,KZ,1674356858
511,floriano,-6.7669,-43.0225,298.11,73,24,0.76,BR,1674356843
512,muros,42.7762,-9.0603,279.73,84,49,4.65,ES,1674356859
513,wawa,9.9022,4.4192,298.5,26,61,2.03,NG,1674356566
514,alofi,-19.0595,-169.9187,300.43,77,10,6.21,NU,1674356860
515,dhidhdhoo,6.8833,73.1,299.6,69,68,6.58,MV,1674356861
516,camacha,33.0833,-16.3333,287.83,77,40,6.17,PT,1674356861
517,kenai,60.5544,-151.2583,265.18,79,0,3.09,US,1674356862
518,ayan,56.45,138.1667,244.36,69,100,6.64,RU,1674356862
519,phan thiet,10.9333,108.1,302.23,58,100,3.43,VN,1674356863
520,jaguey grande,22.5269,-81.1286,294.23,86,58,1.84,CU,1674356864
521,arman,59.7,150.1667,251.49,77,100,3.1,RU,1674356864
522,port macquarie,-31.4333,152.9167,294.76,76,81,3.55,AU,1674356865
523,guarapuava,-25.3953,-51.4581,288.99,98,39,0.97,BR,1674356866
524,maracas,-13.4411,-40.4308,291.2,87,97,1.38,BR,1674356866
525,esso,55.9333,158.7,251.48,89,3,0.68,RU,1674356867
526,vestmanna,62.1564,-7.1664,280.66,93,100,4.12,FO,1674356868
527,verkhnechusovskiye gorodki,58.1671,57.1086,263.09,88,100,3.38,RU,1674356868
528,nipawin,53.3668,-104.0009,262.94,96,96,2.27,CA,1674356869
529,port hardy,50.6996,-127.4199,278.42,80,17,5.98,CA,1674356870
530,alenquer,-1.9417,-54.7383,295.97,95,100,0.81,BR,1674356871
531,san borja,-14.8167,-66.85,297.18,83,87,1.27,BO,1674356871
532,vuktyl,63.8567,57.3094,260.99,98,63,2.27,RU,1674356872
533,safranbolu,41.2508,32.6942,277.88,67,10,1.08,TR,1674356872
534,wloszczowa,50.8526,19.9659,271.63,95,58,1.96,PL,1674356873
535,bilma,18.6853,12.9164,289.88,16,0,2.42,NE,1674356874
536,chaplynka,46.3651,33.5403,274.65,89,0,3.57,UA,1674356875
537,la asuncion,11.0333,-63.8628,297.36,84,88,6.34,VE,1674356875
538,innisfail,-17.5333,146.0333,301.15,75,41,3.38,AU,1674356876
539,notre-dame-du-lac,47.6136,-68.7964,251.92,100,82,0.81,CA,1674356877
540,ausa,41.9271,2.2497,274.42,66,2,0.45,ES,1674356878
541,sao filipe,14.8961,-24.4956,294.58,66,18,5.57,CV,1674356879
542,ambovombe,-25.1667,46.0833,296.82,89,54,5.69,MG,1674356879
543,dali,25.7,100.1833,284.18,34,26,2.61,CN,1674356880
544,ixtapa,20.7,-105.2,296.72,73,75,1.54,MX,1674356881
545,lar,26.2039,83.9717,289.41,60,0,1.92,IN,1674356772
546,wajir,1.7471,40.0573,298.22,72,74,4.75,KE,1674356912
547,cao bang,22.6667,106.25,289.01,72,90,0.62,VN,1674356912
548,uxbridge,42.0773,-71.6295,272.65,85,55,0.45,US,1674356878
